Village A,Village B,Village C,Village D,Village E
0.00132,0.00132,0.00132,0.00132,0.00132
0.01654,0.01654,0.01654,0.01654,0.01654
0.11598,0.11598,0.11598,0.11598,0.11598
0.24365,0.24365,0.24365,0.24365,0.24365
0.37996,0.37996,0.37996,0.37996,0.37996
0.37111,0.37111,0.37111,0.37111,0.37111
0.16296,0.16296,0.16296,0.16296,0.16296
0.22948,0.22948,0.22948,0.22948,0.22948
0.17371,0.17371,0.17371,0.17371,0.17371
0.05176,0.05176,0.05176,0.05176,0.05176
0.0398,0.0398,0.0398,0.0398,0.0398
0.02462,0.02462,0.02462,0.02462,0.02462
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00374,0.00374,0.00374,0.00374,0.00374
0.05428,0.05428,0.05428,0.05428,0.05428
0.05271,0.05271,0.05271,0.05271,0.05271
0.13201,0.13201,0.13201,0.13201,0.13201
0.18689,0.18689,0.18689,0.18689,0.18689
0.29229,0.29229,0.29229,0.29229,0.29229
0.19186,0.19186,0.19186,0.19186,0.19186
0.29708,0.29708,0.29708,0.29708,0.29708
0.30891,0.30891,0.30891,0.30891,0.30891
0.07991,0.07991,0.07991,0.07991,0.07991
0.01743,0.01743,0.01743,0.01743,0.01743
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00855,0.00855,0.00855,0.00855,0.00855
0.07994,0.07994,0.07994,0.07994,0.07994
0.08068,0.08068,0.08068,0.08068,0.08068
0.12158,0.12158,0.12158,0.12158,0.12158
0.33226,0.33226,0.33226,0.33226,0.33226
0.45024,0.45024,0.45024,0.45024,0.45024
0.34744,0.34744,0.34744,0.34744,0.34744
0.45895,0.45895,0.45895,0.45895,0.45895
0.19724,0.19724,0.19724,0.19724,0.19724
0.04865,0.04865,0.04865,0.04865,0.04865
0.01743,0.01743,0.01743,0.01743,0.01743
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.01978,0.01978,0.01978,0.01978,0.01978
0.03661,0.03661,0.03661,0.03661,0.03661
0.11654,0.11654,0.11654,0.11654,0.11654
0.2656,0.2656,0.2656,0.2656,0.2656
0.44191,0.44191,0.44191,0.44191,0.44191
0.39443,0.39443,0.39443,0.39443,0.39443
0.36783,0.36783,0.36783,0.36783,0.36783
0.30604,0.30604,0.30604,0.30604,0.30604
0.21672,0.21672,0.21672,0.21672,0.21672
0.05724,0.05724,0.05724,0.05724,0.05724
0.02222,0.02222,0.02222,0.02222,0.02222
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.01719,0.01719,0.01719,0.01719,0.01719
0.06599,0.06599,0.06599,0.06599,0.06599
0.10443,0.10443,0.10443,0.10443,0.10443
0.13333,0.13333,0.13333,0.13333,0.13333
0.33169,0.33169,0.33169,0.33169,0.33169
0.28455,0.28455,0.28455,0.28455,0.28455
0.24332,0.24332,0.24332,0.24332,0.24332
0.21773,0.21773,0.21773,0.21773,0.21773
0.39468,0.39468,0.39468,0.39468,0.39468
0.35847,0.35847,0.35847,0.35847,0.35847
0.18355,0.18355,0.18355,0.18355,0.18355
0.056,0.056,0.056,0.056,0.056
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.02667,0.02667,0.02667,0.02667,0.02667
0.20576,0.20576,0.20576,0.20576,0.20576
0.40693,0.40693,0.40693,0.40693,0.40693
0.58463,0.58463,0.58463,0.58463,0.58463
0.63957,0.63957,0.63957,0.63957,0.63957
0.60593,0.60593,0.60593,0.60593,0.60593
0.485,0.485,0.485,0.485,0.485
0.35875,0.35875,0.35875,0.35875,0.35875
0.30132,0.30132,0.30132,0.30132,0.30132
0.32093,0.32093,0.32093,0.32093,0.32093
0.06643,0.06643,0.06643,0.06643,0.06643
0.00845,0.00845,0.00845,0.00845,0.00845
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.01618,0.01618,0.01618,0.01618,0.01618
0.18064,0.18064,0.18064,0.18064,0.18064
0.37241,0.37241,0.37241,0.37241,0.37241
0.51785,0.51785,0.51785,0.51785,0.51785
0.6133,0.6133,0.6133,0.6133,0.6133
0.62719,0.62719,0.62719,0.62719,0.62719
0.56591,0.56591,0.56591,0.56591,0.56591
0.5819,0.5819,0.5819,0.5819,0.5819
0.1483,0.1483,0.1483,0.1483,0.1483
0.03465,0.03465,0.03465,0.03465,0.03465
0.04692,0.04692,0.04692,0.04692,0.04692
0.02911,0.02911,0.02911,0.02911,0.02911
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00906,0.00906,0.00906,0.00906,0.00906
0.11361,0.11361,0.11361,0.11361,0.11361
0.24671,0.24671,0.24671,0.24671,0.24671
0.36659,0.36659,0.36659,0.36659,0.36659
0.503,0.503,0.503,0.503,0.503
0.67051,0.67051,0.67051,0.67051,0.67051
0.54954,0.54954,0.54954,0.54954,0.54954
0.50846,0.50846,0.50846,0.50846,0.50846
0.36464,0.36464,0.36464,0.36464,0.36464
0.28565,0.28565,0.28565,0.28565,0.28565
0.22618,0.22618,0.22618,0.22618,0.22618
0.0414,0.0414,0.0414,0.0414,0.0414
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.03131,0.03131,0.03131,0.03131,0.03131
0.20845,0.20845,0.20845,0.20845,0.20845
0.41409,0.41409,0.41409,0.41409,0.41409
0.57892,0.57892,0.57892,0.57892,0.57892
0.69161,0.69161,0.69161,0.69161,0.69161
0.75285,0.75285,0.75285,0.75285,0.75285
0.7695,0.7695,0.7695,0.7695,0.7695
0.61323,0.61323,0.61323,0.61323,0.61323
0.6238,0.6238,0.6238,0.6238,0.6238
0.31317,0.31317,0.31317,0.31317,0.31317
0.27095,0.27095,0.27095,0.27095,0.27095
0.06848,0.06848,0.06848,0.06848,0.06848
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.02581,0.02581,0.02581,0.02581,0.02581
0.20246,0.20246,0.20246,0.20246,0.20246
0.41062,0.41062,0.41062,0.41062,0.41062
0.57743,0.57743,0.57743,0.57743,0.57743
0.69435,0.69435,0.69435,0.69435,0.69435
0.75764,0.75764,0.75764,0.75764,0.75764
0.61482,0.61482,0.61482,0.61482,0.61482
0.56547,0.56547,0.56547,0.56547,0.56547
0.61307,0.61307,0.61307,0.61307,0.61307
0.45863,0.45863,0.45863,0.45863,0.45863
0.23913,0.23913,0.23913,0.23913,0.23913
0.06568,0.06568,0.06568,0.06568,0.06568
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00934,0.00934,0.00934,0.00934,0.00934
0.10849,0.10849,0.10849,0.10849,0.10849
0.3406,0.3406,0.3406,0.3406,0.3406
0.57228,0.57228,0.57228,0.57228,0.57228
0.68577,0.68577,0.68577,0.68577,0.68577
0.7474,0.7474,0.7474,0.7474,0.7474
0.63362,0.63362,0.63362,0.63362,0.63362
0.7048,0.7048,0.7048,0.7048,0.7048
0.52689,0.52689,0.52689,0.52689,0.52689
0.32045,0.32045,0.32045,0.32045,0.32045
0.1989,0.1989,0.1989,0.1989,0.1989
0.05049,0.05049,0.05049,0.05049,0.05049
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.01671,0.01671,0.01671,0.01671,0.01671
0.15076,0.15076,0.15076,0.15076,0.15076
0.3254,0.3254,0.3254,0.3254,0.3254
0.48877,0.48877,0.48877,0.48877,0.48877
0.54439,0.54439,0.54439,0.54439,0.54439
0.55214,0.55214,0.55214,0.55214,0.55214
0.61094,0.61094,0.61094,0.61094,0.61094
0.60649,0.60649,0.60649,0.60649,0.60649
0.32721,0.32721,0.32721,0.32721,0.32721
0.29816,0.29816,0.29816,0.29816,0.29816
0.21699,0.21699,0.21699,0.21699,0.21699
0.05701,0.05701,0.05701,0.05701,0.05701
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00934,0.00934,0.00934,0.00934,0.00934
0.19867,0.19867,0.19867,0.19867,0.19867
0.07648,0.07648,0.07648,0.07648,0.07648
0.34,0.34,0.34,0.34,0.34
0.59105,0.59105,0.59105,0.59105,0.59105
0.61638,0.61638,0.61638,0.61638,0.61638
0.62117,0.62117,0.62117,0.62117,0.62117
0.5673,0.5673,0.5673,0.5673,0.5673
0.31132,0.31132,0.31132,0.31132,0.31132
0.25793,0.25793,0.25793,0.25793,0.25793
0.11117,0.11117,0.11117,0.11117,0.11117
0.02382,0.02382,0.02382,0.02382,0.02382
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.01021,0.01021,0.01021,0.01021,0.01021
0.12297,0.12297,0.12297,0.12297,0.12297
0.24307,0.24307,0.24307,0.24307,0.24307
0.2388,0.2388,0.2388,0.2388,0.2388
0.43579,0.43579,0.43579,0.43579,0.43579
0.63586,0.63586,0.63586,0.63586,0.63586
0.52979,0.52979,0.52979,0.52979,0.52979
0.46956,0.46956,0.46956,0.46956,0.46956
0.33979,0.33979,0.33979,0.33979,0.33979
0.1805,0.1805,0.1805,0.1805,0.1805
0.09312,0.09312,0.09312,0.09312,0.09312
0.0198,0.0198,0.0198,0.0198,0.0198
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00294,0.00294,0.00294,0.00294,0.00294
0.04216,0.04216,0.04216,0.04216,0.04216
0.17932,0.17932,0.17932,0.17932,0.17932
0.45769,0.45769,0.45769,0.45769,0.45769
0.26545,0.26545,0.26545,0.26545,0.26545
0.55712,0.55712,0.55712,0.55712,0.55712
0.59816,0.59816,0.59816,0.59816,0.59816
0.59443,0.59443,0.59443,0.59443,0.59443
0.48509,0.48509,0.48509,0.48509,0.48509
0.0164,0.0164,0.0164,0.0164,0.0164
0.04316,0.04316,0.04316,0.04316,0.04316
0.00851,0.00851,0.00851,0.00851,0.00851
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00132,0.00132,0.00132,0.00132,0.00132
0.20846,0.20846,0.20846,0.20846,0.20846
0.37488,0.37488,0.37488,0.37488,0.37488
0.41021,0.41021,0.41021,0.41021,0.41021
0.53132,0.53132,0.53132,0.53132,0.53132
0.54211,0.54211,0.54211,0.54211,0.54211
0.6259,0.6259,0.6259,0.6259,0.6259
0.08202,0.08202,0.08202,0.08202,0.08202
0.02691,0.02691,0.02691,0.02691,0.02691
0.01332,0.01332,0.01332,0.01332,0.01332
0.01412,0.01412,0.01412,0.01412,0.01412
0.00131,0.00131,0.00131,0.00131,0.00131
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0304,0.0304,0.0304,0.0304,0.0304
0.17214,0.17214,0.17214,0.17214,0.17214
0.31668,0.31668,0.31668,0.31668,0.31668
0.51064,0.51064,0.51064,0.51064,0.51064
0.59464,0.59464,0.59464,0.59464,0.59464
0.62554,0.62554,0.62554,0.62554,0.62554
0.63042,0.63042,0.63042,0.63042,0.63042
0.22034,0.22034,0.22034,0.22034,0.22034
0.02607,0.02607,0.02607,0.02607,0.02607
0.18801,0.18801,0.18801,0.18801,0.18801
0.05905,0.05905,0.05905,0.05905,0.05905
0.01093,0.01093,0.01093,0.01093,0.01093
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00294,0.00294,0.00294,0.00294,0.00294
0.07586,0.07586,0.07586,0.07586,0.07586
0.26735,0.26735,0.26735,0.26735,0.26735
0.57925,0.57925,0.57925,0.57925,0.57925
0.58663,0.58663,0.58663,0.58663,0.58663
0.61092,0.61092,0.61092,0.61092,0.61092
0.52396,0.52396,0.52396,0.52396,0.52396
0.41863,0.41863,0.41863,0.41863,0.41863
0.38208,0.38208,0.38208,0.38208,0.38208
0.14876,0.14876,0.14876,0.14876,0.14876
0.0704,0.0704,0.0704,0.0704,0.0704
0.01334,0.01334,0.01334,0.01334,0.01334
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.02111,0.02111,0.02111,0.02111,0.02111
0.16523,0.16523,0.16523,0.16523,0.16523
0.33628,0.33628,0.33628,0.33628,0.33628
0.22862,0.22862,0.22862,0.22862,0.22862
0.29734,0.29734,0.29734,0.29734,0.29734
0.54097,0.54097,0.54097,0.54097,0.54097
0.28232,0.28232,0.28232,0.28232,0.28232
0.2581,0.2581,0.2581,0.2581,0.2581
0.39223,0.39223,0.39223,0.39223,0.39223
0.26992,0.26992,0.26992,0.26992,0.26992
0.13687,0.13687,0.13687,0.13687,0.13687
0.02609,0.02609,0.02609,0.02609,0.02609
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.01917,0.01917,0.01917,0.01917,0.01917
0.15948,0.15948,0.15948,0.15948,0.15948
0.33155,0.33155,0.33155,0.33155,0.33155
0.44165,0.44165,0.44165,0.44165,0.44165
0.5599,0.5599,0.5599,0.5599,0.5599
0.52855,0.52855,0.52855,0.52855,0.52855
0.57415,0.57415,0.57415,0.57415,0.57415
0.26549,0.26549,0.26549,0.26549,0.26549
0.26989,0.26989,0.26989,0.26989,0.26989
0.16104,0.16104,0.16104,0.16104,0.16104
0.06124,0.06124,0.06124,0.06124,0.06124
0.01086,0.01086,0.01086,0.01086,0.01086
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.02189,0.02189,0.02189,0.02189,0.02189
0.19691,0.19691,0.19691,0.19691,0.19691
0.14844,0.14844,0.14844,0.14844,0.14844
0.34186,0.34186,0.34186,0.34186,0.34186
0.66983,0.66983,0.66983,0.66983,0.66983
0.72291,0.72291,0.72291,0.72291,0.72291
0.61,0.61,0.61,0.61,0.61
0.68228,0.68228,0.68228,0.68228,0.68228
0.58539,0.58539,0.58539,0.58539,0.58539
0.44155,0.44155,0.44155,0.44155,0.44155
0.20392,0.20392,0.20392,0.20392,0.20392
0.05537,0.05537,0.05537,0.05537,0.05537
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00374,0.00374,0.00374,0.00374,0.00374
0.20659,0.20659,0.20659,0.20659,0.20659
0.40919,0.40919,0.40919,0.40919,0.40919
0.56393,0.56393,0.56393,0.56393,0.56393
0.67269,0.67269,0.67269,0.67269,0.67269
0.72989,0.72989,0.72989,0.72989,0.72989
0.73506,0.73506,0.73506,0.73506,0.73506
0.68869,0.68869,0.68869,0.68869,0.68869
0.5914,0.5914,0.5914,0.5914,0.5914
0.44338,0.44338,0.44338,0.44338,0.44338
0.24878,0.24878,0.24878,0.24878,0.24878
0.05515,0.05515,0.05515,0.05515,0.05515
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.02922,0.02922,0.02922,0.02922,0.02922
0.21029,0.21029,0.21029,0.21029,0.21029
0.41306,0.41306,0.41306,0.41306,0.41306
0.56626,0.56626,0.56626,0.56626,0.56626
0.67275,0.67275,0.67275,0.67275,0.67275
0.72724,0.72724,0.72724,0.72724,0.72724
0.73578,0.73578,0.73578,0.73578,0.73578
0.69249,0.69249,0.69249,0.69249,0.69249
0.59597,0.59597,0.59597,0.59597,0.59597
0.44653,0.44653,0.44653,0.44653,0.44653
0.2534,0.2534,0.2534,0.2534,0.2534
0.05684,0.05684,0.05684,0.05684,0.05684
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0287,0.0287,0.0287,0.0287,0.0287
0.21125,0.21125,0.21125,0.21125,0.21125
0.41713,0.41713,0.41713,0.41713,0.41713
0.57837,0.57837,0.57837,0.57837,0.57837
0.69026,0.69026,0.69026,0.69026,0.69026
0.74804,0.74804,0.74804,0.74804,0.74804
0.74825,0.74825,0.74825,0.74825,0.74825
0.69682,0.69682,0.69682,0.69682,0.69682
0.5944,0.5944,0.5944,0.5944,0.5944
0.43618,0.43618,0.43618,0.43618,0.43618
0.242,0.242,0.242,0.242,0.242
0.04893,0.04893,0.04893,0.04893,0.04893
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.02888,0.02888,0.02888,0.02888,0.02888
0.2087,0.2087,0.2087,0.2087,0.2087
0.40713,0.40713,0.40713,0.40713,0.40713
0.5547,0.5547,0.5547,0.5547,0.5547
0.65668,0.65668,0.65668,0.65668,0.65668
0.70971,0.70971,0.70971,0.70971,0.70971
0.71228,0.71228,0.71228,0.71228,0.71228
0.67066,0.67066,0.67066,0.67066,0.67066
0.57749,0.57749,0.57749,0.57749,0.57749
0.43394,0.43394,0.43394,0.43394,0.43394
0.24243,0.24243,0.24243,0.24243,0.24243
0.05143,0.05143,0.05143,0.05143,0.05143
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.02768,0.02768,0.02768,0.02768,0.02768
0.20718,0.20718,0.20718,0.20718,0.20718
0.41045,0.41045,0.41045,0.41045,0.41045
0.57269,0.57269,0.57269,0.57269,0.57269
0.68459,0.68459,0.68459,0.68459,0.68459
0.74373,0.74373,0.74373,0.74373,0.74373
0.74653,0.74653,0.74653,0.74653,0.74653
0.69655,0.69655,0.69655,0.69655,0.69655
0.59234,0.59234,0.59234,0.59234,0.59234
0.43704,0.43704,0.43704,0.43704,0.43704
0.24112,0.24112,0.24112,0.24112,0.24112
0.05019,0.05019,0.05019,0.05019,0.05019
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.02892,0.02892,0.02892,0.02892,0.02892
0.20842,0.20842,0.20842,0.20842,0.20842
0.4097,0.4097,0.4097,0.4097,0.4097
0.56203,0.56203,0.56203,0.56203,0.56203
0.67205,0.67205,0.67205,0.67205,0.67205
0.73072,0.73072,0.73072,0.73072,0.73072
0.73597,0.73597,0.73597,0.73597,0.73597
0.68884,0.68884,0.68884,0.68884,0.68884
0.58788,0.58788,0.58788,0.58788,0.58788
0.43412,0.43412,0.43412,0.43412,0.43412
0.23785,0.23785,0.23785,0.23785,0.23785
0.04614,0.04614,0.04614,0.04614,0.04614
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.01693,0.01693,0.01693,0.01693,0.01693
0.19689,0.19689,0.19689,0.19689,0.19689
0.40272,0.40272,0.40272,0.40272,0.40272
0.56733,0.56733,0.56733,0.56733,0.56733
0.67617,0.67617,0.67617,0.67617,0.67617
0.73486,0.73486,0.73486,0.73486,0.73486
0.74264,0.74264,0.74264,0.74264,0.74264
0.69294,0.69294,0.69294,0.69294,0.69294
0.58975,0.58975,0.58975,0.58975,0.58975
0.43591,0.43591,0.43591,0.43591,0.43591
0.23636,0.23636,0.23636,0.23636,0.23636
0.04408,0.04408,0.04408,0.04408,0.04408
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.02082,0.02082,0.02082,0.02082,0.02082
0.20096,0.20096,0.20096,0.20096,0.20096
0.40318,0.40318,0.40318,0.40318,0.40318
0.5644,0.5644,0.5644,0.5644,0.5644
0.67474,0.67474,0.67474,0.67474,0.67474
0.73349,0.73349,0.73349,0.73349,0.73349
0.73661,0.73661,0.73661,0.73661,0.73661
0.53019,0.53019,0.53019,0.53019,0.53019
0.17151,0.17151,0.17151,0.17151,0.17151
0.11051,0.11051,0.11051,0.11051,0.11051
0.23083,0.23083,0.23083,0.23083,0.23083
0.04209,0.04209,0.04209,0.04209,0.04209
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.02037,0.02037,0.02037,0.02037,0.02037
0.19985,0.19985,0.19985,0.19985,0.19985
0.08062,0.08062,0.08062,0.08062,0.08062
0.19117,0.19117,0.19117,0.19117,0.19117
0.12721,0.12721,0.12721,0.12721,0.12721
0.14934,0.14934,0.14934,0.14934,0.14934
0.44924,0.44924,0.44924,0.44924,0.44924
0.69097,0.69097,0.69097,0.69097,0.69097
0.18145,0.18145,0.18145,0.18145,0.18145
0.15988,0.15988,0.15988,0.15988,0.15988
0.06712,0.06712,0.06712,0.06712,0.06712
0.00613,0.00613,0.00613,0.00613,0.00613
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.01446,0.01446,0.01446,0.01446,0.01446
0.18925,0.18925,0.18925,0.18925,0.18925
0.22272,0.22272,0.22272,0.22272,0.22272
0.25111,0.25111,0.25111,0.25111,0.25111
0.03086,0.03086,0.03086,0.03086,0.03086
0.08642,0.08642,0.08642,0.08642,0.08642
0.61441,0.61441,0.61441,0.61441,0.61441
0.50815,0.50815,0.50815,0.50815,0.50815
0.45079,0.45079,0.45079,0.45079,0.45079
0.29852,0.29852,0.29852,0.29852,0.29852
0.12892,0.12892,0.12892,0.12892,0.12892
0.01621,0.01621,0.01621,0.01621,0.01621
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.01382,0.01382,0.01382,0.01382,0.01382
0.19117,0.19117,0.19117,0.19117,0.19117
0.39376,0.39376,0.39376,0.39376,0.39376
0.55711,0.55711,0.55711,0.55711,0.55711
0.66499,0.66499,0.66499,0.66499,0.66499
0.72188,0.72188,0.72188,0.72188,0.72188
0.72436,0.72436,0.72436,0.72436,0.72436
0.67483,0.67483,0.67483,0.67483,0.67483
0.48979,0.48979,0.48979,0.48979,0.48979
0.30335,0.30335,0.30335,0.30335,0.30335
0.16601,0.16601,0.16601,0.16601,0.16601
0.02744,0.02744,0.02744,0.02744,0.02744
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.02058,0.02058,0.02058,0.02058,0.02058
0.19999,0.19999,0.19999,0.19999,0.19999
0.4008,0.4008,0.4008,0.4008,0.4008
0.55642,0.55642,0.55642,0.55642,0.55642
0.66287,0.66287,0.66287,0.66287,0.66287
0.71671,0.71671,0.71671,0.71671,0.71671
0.51081,0.51081,0.51081,0.51081,0.51081
0.08885,0.08885,0.08885,0.08885,0.08885
0.2177,0.2177,0.2177,0.2177,0.2177
0.12704,0.12704,0.12704,0.12704,0.12704
0.13108,0.13108,0.13108,0.13108,0.13108
0.01557,0.01557,0.01557,0.01557,0.01557
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0172,0.0172,0.0172,0.0172,0.0172
0.19474,0.19474,0.19474,0.19474,0.19474
0.35702,0.35702,0.35702,0.35702,0.35702
0.478,0.478,0.478,0.478,0.478
0.48683,0.48683,0.48683,0.48683,0.48683
0.61456,0.61456,0.61456,0.61456,0.61456
0.6103,0.6103,0.6103,0.6103,0.6103
0.67089,0.67089,0.67089,0.67089,0.67089
