Village A,Village B,Village C,Village D,Village E
0.26209,0.26209,0.26209,0.26209,0.26209
0.20799,0.20799,0.20799,0.20799,0.20799
0.0232,0.0232,0.0232,0.0232,0.0232
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.12689,0.12689,0.12689,0.12689,0.12689
0.35024,0.35024,0.35024,0.35024,0.35024
0.51032,0.51032,0.51032,0.51032,0.51032
0.62195,0.62195,0.62195,0.62195,0.62195
0.68161,0.68161,0.68161,0.68161,0.68161
0.68673,0.68673,0.68673,0.68673,0.68673
0.53794,0.53794,0.53794,0.53794,0.53794
0.55147,0.55147,0.55147,0.55147,0.55147
0.40931,0.40931,0.40931,0.40931,0.40931
0.22677,0.22677,0.22677,0.22677,0.22677
0.04203,0.04203,0.04203,0.04203,0.04203
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.15262,0.15262,0.15262,0.15262,0.15262
0.34617,0.34617,0.34617,0.34617,0.34617
0.50068,0.50068,0.50068,0.50068,0.50068
0.60872,0.60872,0.60872,0.60872,0.60872
0.66982,0.66982,0.66982,0.66982,0.66982
0.67789,0.67789,0.67789,0.67789,0.67789
0.58406,0.58406,0.58406,0.58406,0.58406
0.42674,0.42674,0.42674,0.42674,0.42674
0.16869,0.16869,0.16869,0.16869,0.16869
0.22674,0.22674,0.22674,0.22674,0.22674
0.03115,0.03115,0.03115,0.03115,0.03115
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.15534,0.15534,0.15534,0.15534,0.15534
0.35669,0.35669,0.35669,0.35669,0.35669
0.51517,0.51517,0.51517,0.51517,0.51517
0.62538,0.62538,0.62538,0.62538,0.62538
0.68631,0.68631,0.68631,0.68631,0.68631
0.68839,0.68839,0.68839,0.68839,0.68839
0.64899,0.64899,0.64899,0.64899,0.64899
0.51925,0.51925,0.51925,0.51925,0.51925
0.34678,0.34678,0.34678,0.34678,0.34678
0.17756,0.17756,0.17756,0.17756,0.17756
0.04267,0.04267,0.04267,0.04267,0.04267
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.15874,0.15874,0.15874,0.15874,0.15874
0.35403,0.35403,0.35403,0.35403,0.35403
0.39714,0.39714,0.39714,0.39714,0.39714
0.56068,0.56068,0.56068,0.56068,0.56068
0.69065,0.69065,0.69065,0.69065,0.69065
0.58539,0.58539,0.58539,0.58539,0.58539
0.64584,0.64584,0.64584,0.64584,0.64584
0.54711,0.54711,0.54711,0.54711,0.54711
0.41182,0.41182,0.41182,0.41182,0.41182
0.18018,0.18018,0.18018,0.18018,0.18018
0.03362,0.03362,0.03362,0.03362,0.03362
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.15256,0.15256,0.15256,0.15256,0.15256
0.32804,0.32804,0.32804,0.32804,0.32804
0.35914,0.35914,0.35914,0.35914,0.35914
0.63971,0.63971,0.63971,0.63971,0.63971
0.7032,0.7032,0.7032,0.7032,0.7032
0.27879,0.27879,0.27879,0.27879,0.27879
0.05994,0.05994,0.05994,0.05994,0.05994
0.0344,0.0344,0.0344,0.0344,0.0344
0.36636,0.36636,0.36636,0.36636,0.36636
0.22669,0.22669,0.22669,0.22669,0.22669
0.03531,0.03531,0.03531,0.03531,0.03531
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.10834,0.10834,0.10834,0.10834,0.10834
0.3066,0.3066,0.3066,0.3066,0.3066
0.52063,0.52063,0.52063,0.52063,0.52063
0.47663,0.47663,0.47663,0.47663,0.47663
0.70108,0.70108,0.70108,0.70108,0.70108
0.68169,0.68169,0.68169,0.68169,0.68169
0.24302,0.24302,0.24302,0.24302,0.24302
0.47587,0.47587,0.47587,0.47587,0.47587
0.41931,0.41931,0.41931,0.41931,0.41931
0.22933,0.22933,0.22933,0.22933,0.22933
0.04119,0.04119,0.04119,0.04119,0.04119
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.15458,0.15458,0.15458,0.15458,0.15458
0.2782,0.2782,0.2782,0.2782,0.2782
0.47128,0.47128,0.47128,0.47128,0.47128
0.53937,0.53937,0.53937,0.53937,0.53937
0.57999,0.57999,0.57999,0.57999,0.57999
0.6012,0.6012,0.6012,0.6012,0.6012
0.58837,0.58837,0.58837,0.58837,0.58837
0.49754,0.49754,0.49754,0.49754,0.49754
0.28073,0.28073,0.28073,0.28073,0.28073
0.10483,0.10483,0.10483,0.10483,0.10483
0.01313,0.01313,0.01313,0.01313,0.01313
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.03661,0.03661,0.03661,0.03661,0.03661
0.09764,0.09764,0.09764,0.09764,0.09764
0.22468,0.22468,0.22468,0.22468,0.22468
0.33026,0.33026,0.33026,0.33026,0.33026
0.35213,0.35213,0.35213,0.35213,0.35213
0.17142,0.17142,0.17142,0.17142,0.17142
0.11146,0.11146,0.11146,0.11146,0.11146
0.05553,0.05553,0.05553,0.05553,0.05553
0.03328,0.03328,0.03328,0.03328,0.03328
0.02135,0.02135,0.02135,0.02135,0.02135
0.00066,0.00066,0.00066,0.00066,0.00066
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.13878,0.13878,0.13878,0.13878,0.13878
0.33763,0.33763,0.33763,0.33763,0.33763
0.44849,0.44849,0.44849,0.44849,0.44849
0.38297,0.38297,0.38297,0.38297,0.38297
0.35535,0.35535,0.35535,0.35535,0.35535
0.33653,0.33653,0.33653,0.33653,0.33653
0.39836,0.39836,0.39836,0.39836,0.39836
0.571,0.571,0.571,0.571,0.571
0.41164,0.41164,0.41164,0.41164,0.41164
0.21423,0.21423,0.21423,0.21423,0.21423
0.03443,0.03443,0.03443,0.03443,0.03443
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.14603,0.14603,0.14603,0.14603,0.14603
0.33545,0.33545,0.33545,0.33545,0.33545
0.31505,0.31505,0.31505,0.31505,0.31505
0.44747,0.44747,0.44747,0.44747,0.44747
0.35617,0.35617,0.35617,0.35617,0.35617
0.35614,0.35614,0.35614,0.35614,0.35614
0.17565,0.17565,0.17565,0.17565,0.17565
0.19775,0.19775,0.19775,0.19775,0.19775
0.10567,0.10567,0.10567,0.10567,0.10567
0.10044,0.10044,0.10044,0.10044,0.10044
0.03192,0.03192,0.03192,0.03192,0.03192
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0926,0.0926,0.0926,0.0926,0.0926
0.29027,0.29027,0.29027,0.29027,0.29027
0.41791,0.41791,0.41791,0.41791,0.41791
0.59531,0.59531,0.59531,0.59531,0.59531
0.66187,0.66187,0.66187,0.66187,0.66187
0.67943,0.67943,0.67943,0.67943,0.67943
0.6442,0.6442,0.6442,0.6442,0.6442
0.51021,0.51021,0.51021,0.51021,0.51021
0.38975,0.38975,0.38975,0.38975,0.38975
0.22469,0.22469,0.22469,0.22469,0.22469
0.04224,0.04224,0.04224,0.04224,0.04224
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.16176,0.16176,0.16176,0.16176,0.16176
0.37319,0.37319,0.37319,0.37319,0.37319
0.54343,0.54343,0.54343,0.54343,0.54343
0.66602,0.66602,0.66602,0.66602,0.66602
0.7337,0.7337,0.7337,0.7337,0.7337
0.73965,0.73965,0.73965,0.73965,0.73965
0.69317,0.69317,0.69317,0.69317,0.69317
0.5932,0.5932,0.5932,0.5932,0.5932
0.11602,0.11602,0.11602,0.11602,0.11602
0.22714,0.22714,0.22714,0.22714,0.22714
0.05108,0.05108,0.05108,0.05108,0.05108
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.123,0.123,0.123,0.123,0.123
0.35384,0.35384,0.35384,0.35384,0.35384
0.4447,0.4447,0.4447,0.4447,0.4447
0.58927,0.58927,0.58927,0.58927,0.58927
0.68045,0.68045,0.68045,0.68045,0.68045
0.06465,0.06465,0.06465,0.06465,0.06465
0.05698,0.05698,0.05698,0.05698,0.05698
0.11362,0.11362,0.11362,0.11362,0.11362
0.34439,0.34439,0.34439,0.34439,0.34439
0.22111,0.22111,0.22111,0.22111,0.22111
0.0367,0.0367,0.0367,0.0367,0.0367
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.1265,0.1265,0.1265,0.1265,0.1265
0.31897,0.31897,0.31897,0.31897,0.31897
0.51572,0.51572,0.51572,0.51572,0.51572
0.61884,0.61884,0.61884,0.61884,0.61884
0.69951,0.69951,0.69951,0.69951,0.69951
0.70895,0.70895,0.70895,0.70895,0.70895
0.64492,0.64492,0.64492,0.64492,0.64492
0.56506,0.56506,0.56506,0.56506,0.56506
0.41474,0.41474,0.41474,0.41474,0.41474
0.19665,0.19665,0.19665,0.19665,0.19665
0.01449,0.01449,0.01449,0.01449,0.01449
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.033,0.033,0.033,0.033,0.033
0.28591,0.28591,0.28591,0.28591,0.28591
0.3091,0.3091,0.3091,0.3091,0.3091
0.60693,0.60693,0.60693,0.60693,0.60693
0.38803,0.38803,0.38803,0.38803,0.38803
0.5693,0.5693,0.5693,0.5693,0.5693
0.65668,0.65668,0.65668,0.65668,0.65668
0.43094,0.43094,0.43094,0.43094,0.43094
0.42078,0.42078,0.42078,0.42078,0.42078
0.23064,0.23064,0.23064,0.23064,0.23064
0.04428,0.04428,0.04428,0.04428,0.04428
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.14274,0.14274,0.14274,0.14274,0.14274
0.34729,0.34729,0.34729,0.34729,0.34729
0.51738,0.51738,0.51738,0.51738,0.51738
0.63309,0.63309,0.63309,0.63309,0.63309
0.69894,0.69894,0.69894,0.69894,0.69894
0.71239,0.71239,0.71239,0.71239,0.71239
0.67205,0.67205,0.67205,0.67205,0.67205
0.5786,0.5786,0.5786,0.5786,0.5786
0.436,0.436,0.436,0.436,0.436
0.24767,0.24767,0.24767,0.24767,0.24767
0.05637,0.05637,0.05637,0.05637,0.05637
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
3.00E-05,3.00E-05,3.00E-05,3.00E-05,3.00E-05
0.16463,0.16463,0.16463,0.16463,0.16463
0.37502,0.37502,0.37502,0.37502,0.37502
0.45401,0.45401,0.45401,0.45401,0.45401
0.66764,0.66764,0.66764,0.66764,0.66764
0.73394,0.73394,0.73394,0.73394,0.73394
0.7469,0.7469,0.7469,0.7469,0.7469
0.70246,0.70246,0.70246,0.70246,0.70246
0.60273,0.60273,0.60273,0.60273,0.60273
0.45424,0.45424,0.45424,0.45424,0.45424
0.25582,0.25582,0.25582,0.25582,0.25582
0.0513,0.0513,0.0513,0.0513,0.0513
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0013,0.0013,0.0013,0.0013,0.0013
0.06726,0.06726,0.06726,0.06726,0.06726
0.23528,0.23528,0.23528,0.23528,0.23528
0.46736,0.46736,0.46736,0.46736,0.46736
0.39587,0.39587,0.39587,0.39587,0.39587
0.679,0.679,0.679,0.679,0.679
0.68698,0.68698,0.68698,0.68698,0.68698
0.64795,0.64795,0.64795,0.64795,0.64795
0.55826,0.55826,0.55826,0.55826,0.55826
0.41899,0.41899,0.41899,0.41899,0.41899
0.23332,0.23332,0.23332,0.23332,0.23332
0.01306,0.01306,0.01306,0.01306,0.01306
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00295,0.00295,0.00295,0.00295,0.00295
0.17207,0.17207,0.17207,0.17207,0.17207
0.38616,0.38616,0.38616,0.38616,0.38616
0.55703,0.55703,0.55703,0.55703,0.55703
0.65847,0.65847,0.65847,0.65847,0.65847
0.74699,0.74699,0.74699,0.74699,0.74699
0.75607,0.75607,0.75607,0.75607,0.75607
0.71241,0.71241,0.71241,0.71241,0.71241
0.53753,0.53753,0.53753,0.53753,0.53753
0.46148,0.46148,0.46148,0.46148,0.46148
0.26234,0.26234,0.26234,0.26234,0.26234
0.06005,0.06005,0.06005,0.06005,0.06005
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00514,0.00514,0.00514,0.00514,0.00514
0.16795,0.16795,0.16795,0.16795,0.16795
0.28737,0.28737,0.28737,0.28737,0.28737
0.28225,0.28225,0.28225,0.28225,0.28225
0.23435,0.23435,0.23435,0.23435,0.23435
0.51728,0.51728,0.51728,0.51728,0.51728
0.73333,0.73333,0.73333,0.73333,0.73333
0.61813,0.61813,0.61813,0.61813,0.61813
0.61172,0.61172,0.61172,0.61172,0.61172
0.45949,0.45949,0.45949,0.45949,0.45949
0.25795,0.25795,0.25795,0.25795,0.25795
0.05563,0.05563,0.05563,0.05563,0.05563
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00263,0.00263,0.00263,0.00263,0.00263
0.13315,0.13315,0.13315,0.13315,0.13315
0.32525,0.32525,0.32525,0.32525,0.32525
0.55998,0.55998,0.55998,0.55998,0.55998
0.64467,0.64467,0.64467,0.64467,0.64467
0.54197,0.54197,0.54197,0.54197,0.54197
0.62288,0.62288,0.62288,0.62288,0.62288
0.71695,0.71695,0.71695,0.71695,0.71695
0.61594,0.61594,0.61594,0.61594,0.61594
0.46447,0.46447,0.46447,0.46447,0.46447
0.26378,0.26378,0.26378,0.26378,0.26378
0.05547,0.05547,0.05547,0.05547,0.05547
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0059,0.0059,0.0059,0.0059,0.0059
0.17977,0.17977,0.17977,0.17977,0.17977
0.39224,0.39224,0.39224,0.39224,0.39224
0.56286,0.56286,0.56286,0.56286,0.56286
0.56232,0.56232,0.56232,0.56232,0.56232
0.75319,0.75319,0.75319,0.75319,0.75319
0.7621,0.7621,0.7621,0.7621,0.7621
0.39367,0.39367,0.39367,0.39367,0.39367
0.35533,0.35533,0.35533,0.35533,0.35533
0.27654,0.27654,0.27654,0.27654,0.27654
0.26553,0.26553,0.26553,0.26553,0.26553
0.06135,0.06135,0.06135,0.06135,0.06135
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00089,0.00089,0.00089,0.00089,0.00089
0.1467,0.1467,0.1467,0.1467,0.1467
0.24651,0.24651,0.24651,0.24651,0.24651
0.26388,0.26388,0.26388,0.26388,0.26388
0.31009,0.31009,0.31009,0.31009,0.31009
0.50745,0.50745,0.50745,0.50745,0.50745
0.59022,0.59022,0.59022,0.59022,0.59022
0.68143,0.68143,0.68143,0.68143,0.68143
0.46242,0.46242,0.46242,0.46242,0.46242
0.31882,0.31882,0.31882,0.31882,0.31882
0.1348,0.1348,0.1348,0.1348,0.1348
0.0155,0.0155,0.0155,0.0155,0.0155
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.1055,0.1055,0.1055,0.1055,0.1055
0.3965,0.3965,0.3965,0.3965,0.3965
0.18502,0.18502,0.18502,0.18502,0.18502
0.32575,0.32575,0.32575,0.32575,0.32575
0.35037,0.35037,0.35037,0.35037,0.35037
0.44065,0.44065,0.44065,0.44065,0.44065
0.35856,0.35856,0.35856,0.35856,0.35856
0.30615,0.30615,0.30615,0.30615,0.30615
0.14665,0.14665,0.14665,0.14665,0.14665
0.17621,0.17621,0.17621,0.17621,0.17621
0.0566,0.0566,0.0566,0.0566,0.0566
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00409,0.00409,0.00409,0.00409,0.00409
0.15661,0.15661,0.15661,0.15661,0.15661
0.38505,0.38505,0.38505,0.38505,0.38505
0.55466,0.55466,0.55466,0.55466,0.55466
0.67582,0.67582,0.67582,0.67582,0.67582
0.74234,0.74234,0.74234,0.74234,0.74234
0.75307,0.75307,0.75307,0.75307,0.75307
0.6332,0.6332,0.6332,0.6332,0.6332
0.15098,0.15098,0.15098,0.15098,0.15098
0.13405,0.13405,0.13405,0.13405,0.13405
0.1868,0.1868,0.1868,0.1868,0.1868
0.00777,0.00777,0.00777,0.00777,0.00777
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00059,0.00059,0.00059,0.00059,0.00059
0.12772,0.12772,0.12772,0.12772,0.12772
0.40757,0.40757,0.40757,0.40757,0.40757
0.27059,0.27059,0.27059,0.27059,0.27059
0.5974,0.5974,0.5974,0.5974,0.5974
0.23078,0.23078,0.23078,0.23078,0.23078
0.41955,0.41955,0.41955,0.41955,0.41955
0.50912,0.50912,0.50912,0.50912,0.50912
0.31954,0.31954,0.31954,0.31954,0.31954
0.16365,0.16365,0.16365,0.16365,0.16365
0.02137,0.02137,0.02137,0.02137,0.02137
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.09717,0.09717,0.09717,0.09717,0.09717
0.35372,0.35372,0.35372,0.35372,0.35372
0.54779,0.54779,0.54779,0.54779,0.54779
0.66634,0.66634,0.66634,0.66634,0.66634
0.73169,0.73169,0.73169,0.73169,0.73169
0.74657,0.74657,0.74657,0.74657,0.74657
0.70278,0.70278,0.70278,0.70278,0.70278
0.60518,0.60518,0.60518,0.60518,0.60518
0.22081,0.22081,0.22081,0.22081,0.22081
0.20292,0.20292,0.20292,0.20292,0.20292
0.05734,0.05734,0.05734,0.05734,0.05734
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.01011,0.01011,0.01011,0.01011,0.01011
0.19272,0.19272,0.19272,0.19272,0.19272
0.40605,0.40605,0.40605,0.40605,0.40605
0.57696,0.57696,0.57696,0.57696,0.57696
0.69552,0.69552,0.69552,0.69552,0.69552
0.56169,0.56169,0.56169,0.56169,0.56169
0.66713,0.66713,0.66713,0.66713,0.66713
0.6992,0.6992,0.6992,0.6992,0.6992
0.3624,0.3624,0.3624,0.3624,0.3624
0.34081,0.34081,0.34081,0.34081,0.34081
0.25258,0.25258,0.25258,0.25258,0.25258
0.06458,0.06458,0.06458,0.06458,0.06458
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.01163,0.01163,0.01163,0.01163,0.01163
0.08963,0.08963,0.08963,0.08963,0.08963
0.24207,0.24207,0.24207,0.24207,0.24207
0.14349,0.14349,0.14349,0.14349,0.14349
0.3789,0.3789,0.3789,0.3789,0.3789
0.41757,0.41757,0.41757,0.41757,0.41757
0.71573,0.71573,0.71573,0.71573,0.71573
0.55959,0.55959,0.55959,0.55959,0.55959
0.38183,0.38183,0.38183,0.38183,0.38183
0.35354,0.35354,0.35354,0.35354,0.35354
0.09724,0.09724,0.09724,0.09724,0.09724
0.01276,0.01276,0.01276,0.01276,0.01276
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.05253,0.05253,0.05253,0.05253,0.05253
0.17172,0.17172,0.17172,0.17172,0.17172
0.33397,0.33397,0.33397,0.33397,0.33397
0.48712,0.48712,0.48712,0.48712,0.48712
0.47831,0.47831,0.47831,0.47831,0.47831
0.49464,0.49464,0.49464,0.49464,0.49464
0.37612,0.37612,0.37612,0.37612,0.37612
0.21243,0.21243,0.21243,0.21243,0.21243
0.14706,0.14706,0.14706,0.14706,0.14706
0.08103,0.08103,0.08103,0.08103,0.08103
0.0209,0.0209,0.0209,0.0209,0.0209
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.03289,0.03289,0.03289,0.03289,0.03289
0.15772,0.15772,0.15772,0.15772,0.15772
0.42383,0.42383,0.42383,0.42383,0.42383
0.42176,0.42176,0.42176,0.42176,0.42176
0.32643,0.32643,0.32643,0.32643,0.32643
0.27593,0.27593,0.27593,0.27593,0.27593
0.39609,0.39609,0.39609,0.39609,0.39609
0.29049,0.29049,0.29049,0.29049,0.29049
0.04493,0.04493,0.04493,0.04493,0.04493
0.01111,0.01111,0.01111,0.01111,0.01111
0.05155,0.05155,0.05155,0.05155,0.05155
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.16981,0.16981,0.16981,0.16981,0.16981
0.18687,0.18687,0.18687,0.18687,0.18687
0.33379,0.33379,0.33379,0.33379,0.33379
0.55125,0.55125,0.55125,0.55125,0.55125
0.20662,0.20662,0.20662,0.20662,0.20662
0.2827,0.2827,0.2827,0.2827,0.2827
0.17126,0.17126,0.17126,0.17126,0.17126
0.16098,0.16098,0.16098,0.16098,0.16098
0.37536,0.37536,0.37536,0.37536,0.37536
0.07874,0.07874,0.07874,0.07874,0.07874
0.05311,0.05311,0.05311,0.05311,0.05311
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.0009,0.0009,0.0009,0.0009,0.0009
0.10123,0.10123,0.10123,0.10123,0.10123
0.23181,0.23181,0.23181,0.23181,0.23181
0.41146,0.41146,0.41146,0.41146,0.41146
0.50589,0.50589,0.50589,0.50589,0.50589
0.49375,0.49375,0.49375,0.49375,0.49375
0.34911,0.34911,0.34911,0.34911,0.34911
0.109,0.109,0.109,0.109,0.109
0.36712,0.36712,0.36712,0.36712,0.36712
0.32979,0.32979,0.32979,0.32979,0.32979
0.15629,0.15629,0.15629,0.15629,0.15629
0.03604,0.03604,0.03604,0.03604,0.03604
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0.00885,0.00885,0.00885,0.00885,0.00885
0.0953,0.0953,0.0953,0.0953,0.0953
0.39299,0.39299,0.39299,0.39299,0.39299
0.46585,0.46585,0.46585,0.46585,0.46585
0.26817,0.26817,0.26817,0.26817,0.26817
0.25551,0.25551,0.25551,0.25551,0.25551
0.39187,0.39187,0.39187,0.39187,0.39187
0.25848,0.25848,0.25848,0.25848,0.25848
0.34198,0.34198,0.34198,0.34198,0.34198
0.07694,0.07694,0.07694,0.07694,0.07694
0.12885,0.12885,0.12885,0.12885,0.12885
